Price,Close,High,Low,Open,Volume,Returns,MA_5,MA_20,Volatility,Volume_MA,Momentum,Target
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,
Date,,,,,,,,,,,,
2022-12-02,145.75440979003906,145.94176987503505,143.62444521311474,143.93014669455255,65447400,-0.0033711820536383996,143.87884521484375,144.1801025390625,0.027409065646981146,79482155.0,-2.869537353515625,0
2022-12-05,144.59083557128906,148.82116833526126,143.74279490633833,145.71498109956457,68826400,-0.007983115024966625,144.35414428710936,144.58686599731445,0.02750584329601281,75882735.0,-4.595184326171875,0
2022-12-06,140.9225616455078,145.2515095410952,139.94632410744387,145.02471235222268,64727200,-0.025370030619766615,144.6973114013672,144.7835922241211,0.02823827423311802,74950365.0,-5.0290679931640625,0
2022-12-07,138.9799346923828,141.37613319907325,138.05300496587287,140.21255080814953,69721100,-0.013785066993117101,143.29903564453124,144.8545913696289,0.028443094688230624,73940995.0,-9.111495971679688,1
2022-12-08,140.6661376953125,141.52404869832506,139.13770582962303,140.38017739203008,62128300,0.012132708269448456,142.18277587890626,145.2381805419922,0.027370484943187414,73301520.0,-8.30291748046875,0
2022-12-09,140.18296813964844,143.54554848860332,138.94048147476286,140.36045763658447,76097000,-0.0034348675778005378,141.06848754882813,145.00595626831054,0.018474477749194102,71163670.0,-5.8672332763671875,1
2022-12-12,142.48056030273438,142.49041581439468,139.09825402700014,140.715445687667,70462700,0.016389952314300515,140.64643249511718,144.74907760620118,0.018314923337787118,69987820.0,0.2662200927734375,1
2022-12-13,143.4469451904297,147.8843635443182,142.23405505341051,147.420898645852,93886200,0.006782573606125553,141.15130920410155,144.61053161621095,0.018308058031740255,71013425.0,4.2402191162109375,0
2022-12-14,141.2183837890625,144.6204015969479,139.19689014923398,143.32862218685506,82291200,-0.015535788499425385,141.5989990234375,144.2737808227539,0.01833560775640103,70634570.0,-4.7529296875,0
2022-12-15,134.6016845703125,139.827980094081,134.1382196907759,139.14757356682156,98931900,-0.04685437576338036,140.3861083984375,143.66782608032227,0.020865934043832916,72370250.0,-11.645751953125,0
2022-12-16,132.63931274414062,135.73564296545234,131.87016170516748,134.78900247744505,160156900,-0.014579103021157058,138.87737731933595,142.86859436035155,0.02058754067111486,76358625.0,-13.115097045898438,0
2022-12-19,130.5290985107422,133.31974292728304,129.49371311284926,133.23099818687768,79592600,-0.015909417726470032,136.4870849609375,141.9357482910156,0.020592548832666247,76596775.0,-14.061737060546875,0
2022-12-20,130.46011352539062,131.39689891358117,128.08362566369047,129.56276523870264,77432800,-0.0005285027334029913,133.88971862792968,141.16117248535156,0.02031076973791306,77532210.0,-10.462448120117188,1
2022-12-21,133.5662841796875,134.9073711645486,130.90383628158227,131.13063344213398,85928000,0.02380935115231475,132.3592987060547,140.4349151611328,0.020881316366121047,79238405.0,-5.4136505126953125,0
2022-12-22,130.39108276367188,132.68868142818795,128.48793035610765,132.48161030905115,77852100,-0.023772476980373325,131.51717834472657,139.50601654052736,0.02112238964277299,80215940.0,-10.275054931640625,0
2022-12-23,130.02618408203125,130.5783935868254,127.83705708332549,129.0992545361637,63814900,-0.0027984941447414258,130.9945526123047,138.70481567382814,0.02090408565837693,81646890.0,-10.156784057617188,0
2022-12-27,128.2216796875,129.58249292838534,126.92990018333715,129.55291134024313,69007800,-0.013878007781823576,130.53306884765624,138.00518264770508,0.02043753121950575,81634980.0,-14.258880615234375,0
2022-12-28,124.28713989257812,129.20774095615354,124.11950591882604,127.86665411955441,85438400,-0.030685448860996667,129.29847412109376,137.25920333862305,0.020940019369205292,81718710.0,-19.159805297851562,1
2022-12-29,127.80751037597656,128.6654064445158,125.95365830174214,126.2100370570361,75703700,0.028324495088076773,128.14671936035157,136.35101318359375,0.018539962986870117,79934850.0,-13.410873413085938,1
2022-12-30,128.12306213378906,128.14278820773606,125.6578370442106,126.62421153870504,77034200,0.0024689609936396906,127.693115234375,135.44479446411134,0.01855409128798755,80224040.0,-6.4786224365234375,0
2023-01-03,123.33065795898438,129.07957474592163,122.4431727057536,128.46820186736826,112117500,-0.03740469588371487,126.35401000976563,134.3236068725586,0.019779133891260257,82557545.0,-9.30865478515625,1
2023-01-04,124.60272216796875,126.87073926087292,123.34052422952556,125.12535029654666,89113600,0.010314257866097076,125.63021850585938,133.32420120239257,0.020204896176343887,83571905.0,-5.9263763427734375,0
2023-01-05,123.28134155273438,125.99309725880703,123.02496279365805,125.36199835089351,80962700,-0.010604749175969874,125.42905883789062,132.4421401977539,0.01977175548495039,84383680.0,-7.17877197265625,1
2023-01-06,127.8173599243164,128.4780403774463,123.15314460938177,124.257571392045,87754700,0.03679403804704484,125.4310287475586,131.88401145935057,0.021907257346151208,85285360.0,-5.748924255371094,1
2023-01-09,128.33998107910156,131.55465346679887,128.08360234953716,128.65553802002677,70790800,0.0040888119977959825,125.47441253662109,131.26770362854003,0.021669028109151698,85718485.0,-2.0511016845703125,1
2023-01-10,128.91192626953125,129.43455432577363,126.33822308555574,128.44846138243565,63896200,0.004456484920916104,126.59066619873047,130.70415153503419,0.02175824403342259,85108445.0,-1.1142578125,1
2023-01-11,131.63356018066406,131.65327120715185,128.64569958998982,129.42470644063985,69458900,0.021112351586790812,127.99683380126953,130.16180152893065,0.02201477125637106,85058255.0,3.4118804931640625,0
2023-01-12,131.55465698242188,132.3928269168101,129.61205277186403,132.0181218476768,71379600,-0.0005994155148116853,129.65149688720703,129.56718711853028,0.02189095273146856,83932925.0,7.26751708984375,1
2023-01-13,132.88589477539062,133.0436732754904,129.82901533053348,130.19386494625152,57809700,0.010119275314948606,130.6652038574219,129.15056266784669,0.02193651587732995,82708850.0,5.0783843994140625,1
2023-01-17,134.0494842529297,135.38070076927318,132.26465833803292,132.95492042575748,63646600,0.008756305396489195,131.8071044921875,129.12295265197753,0.019442006873052087,80944585.0,5.926422119140625,0
2023-01-18,133.3296356201172,136.68234566241608,133.15213106325567,134.91724588612811,69672800,-0.005370021651513901,132.69064636230468,129.15746879577637,0.019186566973192865,76420380.0,9.998977661132812,1
2023-01-19,133.3887939453125,134.35516079708475,131.90965456039046,132.21534095915428,58280400,0.00044369974402291845,133.04169311523438,129.3004535675049,0.01879790418744184,75354770.0,8.78607177734375,1
2023-01-20,135.95260620117188,136.10052914550886,132.35337358769686,133.3986295227189,80223600,0.01922059702339385,133.92128295898436,129.57507820129393,0.019213549898297145,75494310.0,12.6712646484375,1
2023-01-23,139.14759826660156,141.32687064316994,135.98223278773898,136.19917447397063,81760300,0.02350077835729003,135.17362365722656,129.85414390563966,0.019195433086409284,75285925.0,11.330238342285156,1
2023-01-24,140.54782104492188,141.16906439218428,138.34883807200805,138.35869358432294,66435100,0.010062859839215843,136.473291015625,130.36198081970215,0.018251452655880736,74715075.0,12.207839965820312,0
2023-01-25,139.8871612548828,140.44922647148869,136.87957443059517,138.93064978868992,65799300,-0.00470060499783842,137.78479614257813,130.85502967834472,0.018293190999546554,74814295.0,10.975234985351562,1
2023-01-26,141.95794677734375,142.24390711048304,139.9265826744515,141.17892492583348,54105100,0.014803256452447622,139.49862670898438,131.5418430328369,0.01795374219284475,74069160.0,10.324386596679688,1
2023-01-27,143.90054321289062,145.18246711281154,141.09018721144076,141.16907645645273,70555800,0.013684309189071042,141.0882141113281,132.52251319885255,0.015903158320724742,73325030.0,12.34588623046875,0
2023-01-30,141.01129150390625,143.5258315295515,140.863383580403,142.94404030165967,64015300,-0.02007811537382409,141.46095275878906,133.182702255249,0.01624239115719979,72740610.0,8.125396728515625,1
2023-01-31,142.28334045410156,142.3326481092963,140.301299106578,140.71545632636276,65874500,0.009020901352145172,141.808056640625,133.89071617126464,0.01625359107488833,72182625.0,8.233856201171875,1
2023-02-01,143.40748596191406,144.57108343034756,139.35465851027638,141.96779872652098,77663600,0.00790075285149161,142.51212158203126,134.89455757141113,0.012757882932713356,70459930.0,10.077850341796875,1
2023-02-02,148.72254943847656,149.07752846410273,146.10939403157928,146.82923768896234,118339000,0.03706266406465053,143.86504211425782,136.1005489349365,0.01435442198887387,71921200.0,15.333755493164062,1
2023-02-03,152.35137939453125,155.19133225252133,145.7741404197881,145.97135602457382,154357300,0.024399998317375937,145.55520935058593,137.55405082702637,0.01396918949788285,75590930.0,16.398773193359375,0
2023-02-06,149.61985778808594,150.97081516891853,148.68307262827912,150.44818718355526,69858300,-0.017929090089638944,147.27692260742188,138.64417572021483,0.013955449963332178,74696110.0,10.472259521484375,1
2023-02-07,152.499267578125,153.07120329051187,148.54504029445562,148.54504029445562,83322600,0.019244837099881007,149.32010803222656,139.852140045166,0.014142261779114719,75322700.0,11.951446533203125,0
2023-02-08,149.80723571777344,152.43024651571073,149.0676660222592,151.73998447588093,64120100,-0.017652752718779086,150.60005798339844,140.89690551757812,0.0153117519200718,75333895.0,9.920074462890625,0
2023-02-09,148.77183532714844,152.1837234806971,148.32809651858278,151.64136936063508,56007100,-0.006911551272300476,150.60991516113282,141.75381927490236,0.015297212244604409,74661305.0,6.8138885498046875,1
2023-02-10,149.13726806640625,149.46317743221437,147.3694730974516,147.60650220064647,57450700,0.002456330114192884,149.96709289550782,142.63294982910156,0.015240366102332191,73964860.0,5.236724853515625,1
2023-02-13,151.94204711914062,152.3469510828992,149.0483754519819,149.07800220373113,62199000,0.01880669459149198,150.43153076171876,143.58575744628905,0.015473910146022144,74184325.0,10.930755615234375,0
2023-02-14,151.3000946044922,151.8630330104811,148.98911761787627,150.23348636384839,61707600,-0.00422498266161353,150.1916961669922,144.4482879638672,0.015660258922535274,74087375.0,9.016754150390625,1
