Price,Close,High,Low,Open,Volume,Returns,MA_5,MA_20,Volatility,Volume_MA,Momentum,Target
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,
Date,,,,,,,,,,,,
2023-02-15,153.40370178222656,153.57159174620645,150.9840880773076,151.21123154980276,65573800,0.01390354172106334,150.9109893798828,145.45199127197264,0.015503880932742546,73882425.0,9.9962158203125,0
2023-02-16,151.8037567138672,154.3912596999377,151.44822068703985,151.6062249781976,68167900,-0.010429637940749803,151.51737365722656,146.37273941040038,0.01593607170443991,74376800.0,3.081207275390625,0
2023-02-17,150.6581573486328,151.10257366904202,148.97924287733272,150.46064065840176,59144100,-0.007546581125747132,151.82155151367186,147.10801696777344,0.01594498483636518,73322825.0,-1.6932220458984375,0
2023-02-21,146.6386260986328,149.4236611977066,146.56950203742764,148.33729678255915,58867200,-0.026679811573020573,150.7608673095703,147.482568359375,0.016847614932230505,72178170.0,-2.981231689453125,1
2023-02-22,147.06332397460938,148.09041997762213,145.33502627380787,147.02381158820887,51011300,0.002896221052227421,149.91351318359375,147.80834350585937,0.016760093901407706,71406980.0,-5.435943603515625,1
2023-02-23,147.54722595214844,148.47557105445037,145.41402441253163,148.22867140254277,48394200,0.0032904327500622443,148.74221801757812,148.19134674072265,0.01667692160383429,70536725.0,-2.260009765625,0
2023-02-24,144.8905792236328,145.36462227322275,143.91285130614398,145.28561258669828,55469600,-0.018005399365334185,147.35958251953124,148.3379783630371,0.017043748343089363,70604950.0,-3.881256103515625,1
2023-02-27,146.08554077148438,147.32003866375578,145.62136835842597,145.87815356453322,44998500,0.008247337778995112,146.44505920410157,148.4472282409668,0.016876013124541598,69327085.0,-3.051727294921875,0
2023-02-28,145.58192443847656,147.23121241896578,145.0091153980784,145.22638831235219,50547000,-0.003447407117420309,146.2337188720703,148.6757598876953,0.01618408199739536,68653670.0,-6.3601226806640625,0
2023-03-01,143.5079345703125,145.40412186804485,143.2116520085762,145.00908849876785,55479000,-0.014246204507624372,145.52264099121095,148.73698959350585,0.016465466443224473,68133895.0,-7.7921600341796875,1
2023-03-02,144.1005096435547,144.8905915062189,142.11542689154663,142.58948505088003,52238100,0.004129214701726891,144.8332977294922,148.7716407775879,0.016398390754904745,66862620.0,-9.303192138671875,1
2023-03-03,149.156982421875,149.23599210077845,145.50287142253356,146.20405783477426,70732300,0.03508990211643215,145.68657836914062,148.79336242675782,0.01617040092301122,64482285.0,-2.6467742919921875,1
2023-03-06,151.92230224609375,154.3616721188966,151.55689556759242,151.8827898611123,87558000,0.018539660559753868,146.8539306640625,148.77190856933595,0.015757966630086658,61142320.0,1.2641448974609375,0
2023-03-07,149.71995544433594,152.11981283549997,149.25578289163562,151.79390348554702,56182000,-0.014496533880787976,147.68153686523436,148.77691345214845,0.015570258264902877,60458505.0,3.081329345703125,1
2023-03-08,150.97418212890625,151.56674727343432,149.9470862905562,150.91492862836495,47204800,0.008377151067458177,149.17478637695314,148.7006591796875,0.015049661499814444,58652615.0,3.910858154296875,0
2023-03-09,148.72247314453125,152.62348469471294,148.36693703717327,151.65564226284476,53833600,-0.014914530104573887,150.09917907714845,148.64642105102538,0.01489607321002241,58138290.0,1.1752471923828125,0
2023-03-10,146.6584014892578,149.06814463866203,145.77943928176788,148.3472018339828,68572400,-0.013878680280333566,149.599462890625,148.54074935913087,0.015139333225918513,58766555.0,1.767822265625,1
2023-03-13,148.6039581298828,151.2408445051467,145.86830586973156,145.97694231528436,84457100,0.013265906493379553,148.9357940673828,148.5140838623047,0.015444318891342427,60116875.0,2.5184173583984375,1
2023-03-14,150.69764709472656,151.49759944522177,148.23853654610156,149.4038955086608,73695900,0.0140890524801085,149.13133239746094,148.45186386108398,0.015174572027816009,60691720.0,5.11572265625,1
2023-03-15,151.0927276611328,151.34949789320206,148.06079247647403,149.31504702106903,77167900,0.002621677073417761,149.15504150390626,148.441495513916,0.015158635316175978,61464735.0,7.5847930908203125,1
2023-03-16,153.91722106933594,154.5196567133458,149.75942505583248,150.27298045799404,76161100,0.01869377469005551,150.1939910888672,148.4671714782715,0.01542471688445286,61994100.0,9.81671142578125,0
2023-03-17,153.0777587890625,154.79618550631548,152.3666867039617,154.1443669167137,98944600,-0.005453985424381358,151.4778625488281,148.53087158203124,0.015282364334147293,63532935.0,3.9207763671875,1
2023-03-20,155.44801330566406,155.86281797805782,152.23831786199295,153.14692183341302,73641400,0.015483990197868724,152.84667358398437,148.7703643798828,0.015507891313173096,64257800.0,3.5257110595703125,1
2023-03-21,157.3046875,157.4231944974596,154.59866219140062,155.36900288355957,73938300,0.011944020092975238,154.16808166503907,149.30366744995118,0.01413445494005818,65011355.0,7.5847320556640625,0
2023-03-22,155.87266540527344,160.1292123200188,155.85290921676807,157.32443633451206,75701800,-0.00910349282964984,155.1240692138672,149.74413452148437,0.01441824136147173,66245880.0,4.8984832763671875,1
2023-03-23,156.95901489257812,159.5465330865828,155.72451682640147,156.86026408901787,67622100,0.006969467574575283,155.73242797851563,150.21472396850587,0.014445433530047942,67207275.0,8.236541748046875,1
2023-03-24,158.26266479492188,158.35154504613158,155.8924343453171,156.88990343786057,59196500,0.008305670771672213,156.7694091796875,150.88332824707032,0.013585549406665313,67393620.0,11.604263305664062,0
2023-03-27,156.3170928955078,158.77621864094067,155.9121738846932,157.95651005912973,52390300,-0.012293309366016025,156.94322509765624,151.3949058532715,0.014056458248112292,67763210.0,7.713134765625,0
2023-03-28,155.69488525390625,156.5244793815335,154.045597696947,156.0109239824416,45992200,-0.003980419735783336,156.6212646484375,151.90055389404296,0.014070789180772779,67535470.0,4.9972381591796875,1
2023-03-29,158.77622985839844,159.05275625859912,157.37384166607825,157.39358278783644,51305700,0.01979091734110061,157.2019775390625,152.66396865844726,0.013873894913797043,67326805.0,7.683502197265625,1
2023-03-30,160.34649658203125,160.45513302219786,159.27001781009866,159.5267880006936,49501700,0.009889809860287091,157.8794738769531,153.47626800537108,0.013911137979182562,67189985.0,6.4292755126953125,1
2023-03-31,162.85498046875,162.95374634284104,159.9020707098414,160.42549668949934,68749800,0.015644145274078092,158.79793701171874,154.16116790771486,0.012318682399713092,67090860.0,9.7772216796875,1
2023-04-03,164.1092529296875,164.22775993608965,162.18343872786127,162.23282167038158,56976200,0.007701775268568856,160.3563690185547,154.77051544189453,0.011898622239806362,65561770.0,8.661239624023438,0
2023-04-04,163.57595825195312,164.77094409936112,163.06240276891677,164.53393008377392,46278300,-0.003249631987313095,161.93258361816407,155.46331558227538,0.011228696548765387,65066585.0,6.271270751953125,0
2023-04-05,161.72911071777344,163.00312110973053,159.79342626688646,162.6969680127728,51511700,-0.011290458291768113,162.52315979003907,156.00106201171874,0.011721245349052573,65281930.0,5.8564453125,1
2023-04-06,162.6179656982422,162.9142482495303,159.99095018347427,160.41561028699388,45390100,0.005495949223512708,162.97745361328126,156.6958366394043,0.010891674019452294,64859755.0,5.6589508056640625,0
2023-04-10,160.02059936523438,160.02059936523438,158.09478511621296,159.41816361866267,47716900,-0.0159721979170957,162.41057739257812,157.36394653320312,0.01108624997693962,63816980.0,1.7579345703125,0
2023-04-11,158.80584716796875,160.34649846878187,158.51943515436048,160.33662790848967,47644200,-0.007591223892950527,161.3498962402344,157.87404098510743,0.011191586789312046,61976335.0,2.4887542724609375,0
2023-04-12,158.11456298828125,160.0502480636464,157.79852416071756,159.22066874563276,50133100,-0.004353014652894505,160.2576171875,158.24488677978516,0.01102167023066174,60798195.0,2.419677734375,1
2023-04-13,163.50680541992188,163.7438344852104,159.41814822842684,159.625550544249,68445600,0.03410338889555842,160.6131561279297,158.8655906677246,0.013098054856845561,60362080.0,4.7305755615234375,0
2023-04-14,163.1611785888672,164.2574136863755,161.7884170766324,162.5488571823505,49386500,-0.0021138375871697646,160.7217987060547,159.32778854370116,0.01269267435305196,59023350.0,2.8146820068359375,1
2023-04-17,163.18089294433594,163.33891231813308,161.99577777997115,163.04262975965267,41516200,0.00012082748874009397,161.353857421875,159.83294525146485,0.012557828094644684,56151930.0,0.3259124755859375,1
2023-04-18,164.40553283691406,165.33387789076258,163.5956947875371,164.04012619342146,49923000,0.007504799553927466,162.47379455566406,160.28082122802735,0.012273060285642592,54966010.0,0.2962799072265625,1
2023-04-19,165.55111694335938,166.0745428655417,163.48702493013786,163.7438101467552,47720200,0.006968038646130603,163.9611053466797,160.69314270019532,0.012129154793142569,53655105.0,1.97515869140625,0
2023-04-20,164.58328247070312,165.78815383509277,163.50680373238094,164.03022972696172,52456400,-0.005846136773498101,164.17640075683593,161.1286735534668,0.011984349978585314,52492835.0,2.8541717529296875,0
2023-04-21,162.97352600097656,164.38578477260316,162.45009994594136,163.00315275355902,58337300,-0.00978080182604879,164.1388702392578,161.4293991088867,0.01225905554548416,52028595.0,0.355560302734375,1
2023-04-24,163.2796630859375,163.5463189024918,161.85751882372426,162.95375377005053,41949600,0.0018784467175307906,164.15862426757812,161.6802490234375,0.012167654309529494,51166250.0,3.259063720703125,0
2023-04-25,161.739013671875,164.2475072794641,161.69950129216383,163.1414017604714,48714100,-0.009435647924209811,163.6253204345703,161.95134506225585,0.0120113069334652,50982440.0,2.93316650390625,0
2023-04-26,161.72911071777344,163.2302645252869,160.78102468006927,161.03779484245666,45498800,-6.122798622754111e-05,162.8609191894531,162.25305633544923,0.011944263652805596,50957770.0,3.6145477294921875,1
2023-04-27,166.3214874267578,166.46962119212645,163.14141866066578,163.14141866066578,64902300,0.028395486060628583,163.20856018066405,162.63031921386718,0.012747877358842934,51637600.0,2.8146820068359375,1
2023-04-28,167.57569885253906,167.7436038513408,165.79803368662212,166.40046934782268,55275900,0.00754088629909333,164.12899475097657,162.99177932739258,0.012685915828752236,51926310.0,4.414520263671875,0
2023-05-01,167.48683166503906,168.33616700655767,166.548616072207,167.18067853080987,52472900,-0.0005303107079875913,164.97042846679688,163.22337188720704,0.012298972799222211,51112465.0,4.305938720703125,0
2023-05-02,166.44984436035156,168.237410301642,165.46224586153255,167.98062504743248,48425700,-0.006191455736421103,165.9125946044922,163.34040145874025,0.012321055870194305,50684940.0,2.0443115234375,0
2023-05-03,165.37338256835938,168.80035091617836,165.08698560494395,167.39796271242133,65136000,-0.006467184130624526,166.64144897460938,163.43027267456054,0.012397205618348743,51627825.0,-0.177734375,0
2023-05-04,163.73397827148438,164.96847661956093,162.2723364468385,162.84514548869322,81235400,-0.009913350452255054,166.1239471435547,163.5305160522461,0.012331228233357699,53114010.0,-0.84930419921875,1
2023-05-05,171.41744995117188,172.1383925150346,168.6422859760612,168.8595588149603,113453200,0.0469265558731351,166.89229736328124,163.9704902648926,0.016088935414417315,56517165.0,8.443923950195312,0
2023-05-08,171.34832763671875,171.6939931151052,169.9755664215469,170.34097301845657,55962800,-0.0004032396612644318,167.6645965576172,164.5368766784668,0.015500835627455165,56929460.0,8.06866455078125,0
2023-05-09,169.63978576660156,171.38782412964582,169.4718958426143,170.90391054566956,45326900,-0.009971161631291303,168.30258483886718,165.07857360839844,0.01559958615140277,56813595.0,7.9007720947265625,1
2023-05-10,171.4075927734375,171.87176527271458,169.76817565129102,170.87429621552187,53724500,0.010420945763679246,169.50942687988282,165.74322509765625,0.015561960061963377,56993165.0,9.678482055664062,1
2023-05-11,171.59524536132812,172.42482451357537,170.03483786854437,171.6940112425966,49514700,0.00109477406953995,171.08168029785156,166.14764709472655,0.013878128530733003,56046620.0,5.2737579345703125,0
2023-05-12,170.66563415527344,172.13918180226995,169.11295243629542,171.70403494878815,45533100,-0.005417464826004914,170.9313171386719,166.5228698730469,0.013955464307301518,55853950.0,3.089935302734375,0
2023-05-15,170.171142578125,171.29856159606754,169.57775779377548,171.24911034897144,37266700,-0.002897429113927763,170.6958801269531,166.87238235473632,0.01399700162167378,55641475.0,2.6843109130859375,0
2023-05-16,170.171142578125,171.2293268320526,169.90411791612752,170.0920236008516,42110300,0.0,170.80215148925782,167.16066284179686,0.013947549939647792,55250840.0,3.7212982177734375,1
2023-05-17,170.78428649902344,171.0216283275313,168.5393327985131,169.81510548834717,57951600,0.0036031016282149775,170.677490234375,167.42232131958008,0.013902346391814289,55762410.0,5.4109039306640625,1
2023-05-18,173.1182403564453,173.3061460276606,170.67549681144826,171.0908600944711,65496700,0.013666092503394456,170.98208923339843,167.84906921386718,0.014032847297526862,56414425.0,9.384262084960938,1
2023-05-19,173.22705078125,174.44347306887536,173.00947735219142,174.44347306887536,55809500,0.0006285324098758149,171.49437255859374,168.36174545288085,0.013738544048301845,56288035.0,1.809600830078125,0
2023-05-22,172.27761840820312,172.781999977239,171.5358950094103,172.0600450039918,43570900,-0.005480855147997676,171.91566772460936,168.81164321899413,0.013872108987996568,56369100.0,0.929290771484375,0
2023-05-23,169.66676330566406,171.46668610985583,169.3898544266195,171.2194449613945,50747300,-0.01515492915831218,171.81479187011718,169.2080307006836,0.014192332448537813,56470760.0,0.0269775390625,1
2023-05-24,169.9436492919922,170.51725049000234,168.6382240509761,169.20192594652394,45143500,0.0016319400508000292,171.64666442871095,169.61875762939454,0.014181362749857032,56452995.0,-1.4639434814453125,1
2023-05-25,171.08099365234375,171.98093998050487,169.79533663873903,170.50739236656926,56058300,0.006692479331177559,171.2392150878906,169.85673294067382,0.012871375159112774,56010795.0,-0.514251708984375,1
2023-05-26,173.49404907226562,173.83030849826073,171.19965909306288,171.40734829469508,54835000,0.014104754528287744,171.29261474609376,170.15265045166015,0.013115183542933742,55988750.0,2.8284149169921875,1
2023-05-30,175.34344482421875,177.01479758641247,174.62150481648905,175.00720044696425,55964400,0.010659707130258989,171.90578002929686,170.54548110961915,0.013247787333684258,56163325.0,5.17230224609375,0
2023-05-31,175.29397583007812,177.37080753192686,174.80937774220615,175.37309480914308,99625300,-0.0002821262818819559,173.03122253417968,170.98768768310546,0.013111836483421374,58723305.0,5.122833251953125,1
2023-06-01,178.10264587402344,178.1323136072369,174.97751385870967,175.73902088879638,68901800,0.016022627307329174,174.66302185058595,171.62415084838867,0.013250436487478343,58911595.0,7.318359375,1
2023-06-02,178.95314025878906,179.77398268262323,177.2817876805341,179.03225923715402,61996900,0.004775304603656494,176.237451171875,172.3851089477539,0.012851614895361418,57949670.0,5.83489990234375,0
2023-06-05,177.59825134277344,182.908986017055,176.0752375225132,180.61459616435278,121946500,-0.007571193855868019,177.05829162597655,172.69414901733398,0.008393900279724177,58374335.0,4.3712005615234375,0
2023-06-06,177.23236083984375,178.1323071989488,175.47198988688834,177.98396853821802,64848400,-0.002060214558213702,177.43607482910156,172.98835067749025,0.008424974093951062,58818615.0,4.954742431640625,0
2023-06-07,175.85768127441406,179.21027045240393,175.36319900574063,176.47083445864072,61944600,-0.007756368864667573,177.54881591796874,173.29924545288085,0.008276416246379622,59649500.0,6.19091796875,1
2023-06-08,178.5773468017578,178.84435638126445,175.50166626223591,175.93679801452896,50214900,0.015465150612897549,177.6437561035156,173.65773315429686,0.008621523994613804,59474020.0,8.633697509765625,1
2023-06-09,178.96302795410156,180.21900204187077,178.6366678484163,179.4970621604222,48900000,0.0021597428747326397,177.64573364257814,174.02612228393554,0.008618366653114317,59443285.0,7.8820343017578125,1
2023-06-12,181.7617950439453,181.86069753893617,178.97292275194738,179.26961514651788,54274900,0.015638800493259053,178.4784423828125,174.58093032836913,0.008927208945417906,59880375.0,8.267745971679688,0
2023-06-13,181.287109375,182.11783606754224,180.42671494989577,180.7827428310429,54929100,-0.0026115811016861334,179.28939208984374,175.1367286682129,0.008917169442650618,60763495.0,5.94366455078125,1
2023-06-14,181.9200439453125,182.35519080481038,180.0113494184458,181.3464426387383,57462900,0.0034913379803704903,180.50186462402343,175.72417373657225,0.008885209437299707,61531125.0,6.626068115234375,1
2023-06-15,183.95730590820312,184.46168752877136,181.75191900244837,181.9299404833556,65433200,0.011198666835761317,181.5778564453125,176.38282470703126,0.009055885537104253,61905205.0,5.8546600341796875,0
2023-06-16,182.87930297851562,184.9264666188034,182.2364821267614,184.66932620578186,101256200,-0.005860071304944148,182.36111145019532,176.87087783813476,0.0089840754809034,63693180.0,3.9261627197265625,1
2023-06-20,182.9683380126953,184.0463209118931,182.37496829785866,182.37496829785866,49799100,0.00048685134254999873,182.6024200439453,177.35794219970703,0.008985920701598225,63392660.0,5.370086669921875,0
2023-06-21,181.92994689941406,183.363942649416,180.57505504326872,182.85956101105992,49515700,-0.00567525028952931,182.73098754882812,177.84055862426757,0.008995423733998557,63689900.0,4.6975860595703125,1
2023-06-22,184.93637084960938,184.98582209518955,181.64311708726814,181.7123518491607,51245300,0.016525173570558493,183.3342529296875,178.60403900146486,0.008445790468405363,63714800.0,9.078689575195312,0
2023-06-23,184.61993408203125,185.4902278994243,182.9683647443183,183.50241416513845,53117000,-0.0017110575173742149,183.46677856445314,179.3378532409668,0.008535060470473093,64113475.0,6.0425872802734375,0
2023-06-26,183.22544860839844,185.97476858314397,183.18588157961648,184.7682307420945,48088700,-0.007553276847196866,183.5360076904297,179.94507598876953,0.008901330909135832,63714995.0,4.262420654296875,1
2023-06-27,185.98464965820312,186.3110097333496,183.621025256748,183.838598640179,50730800,0.01505904922466228,184.13927001953124,180.5696060180664,0.008963664042600423,63509785.0,4.2228546142578125,1
2023-06-28,187.1615753173828,187.80439635628744,185.52978954760695,185.85613462923874,51216800,0.006328079555719235,185.185595703125,181.1605125427246,0.008833460554589235,63272405.0,5.8744659423828125,1
2023-06-29,187.497802734375,187.97251662731944,186.85498175364998,186.99343619982474,46347300,0.001796455369762917,185.69788208007813,181.77070388793945,0.008801222997143423,60608505.0,5.5777587890625,1
2023-06-30,191.82948303222656,192.33384959396255,189.14938206989527,189.5153092683974,85213200,0.0231025656550663,187.1397918701172,182.4570457458496,0.009453537775194896,61424075.0,7.8721771240234375,0
2023-07-03,190.33612060546875,191.7404484310712,189.6438333602496,191.64154594163958,31458200,-0.007784843096860894,188.56192626953126,183.02619476318358,0.00979370963579965,59897140.0,7.456817626953125,0
2023-07-05,189.21861267089844,190.85039834497115,188.51644111338388,189.45596962493224,46920300,-0.005871234167300843,189.2087188720703,183.60721282958986,0.009702872149832953,56145830.0,6.250274658203125,1
2023-07-06,189.69329833984375,189.90098754652763,187.1121001189567,187.74503686210437,45094300,0.002508662664020944,189.7150634765625,184.23025970458986,0.00962552818978312,55158125.0,7.7633514404296875,0
